GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,45,,4.937059879,,2.881977e-08,,1.714290023,1.4e-11,,,0.8929,25.84,,1.02,,6.825425716,1.714290023,,49.75,1.42,245.0272064,0.857142508,4.76,,,0.714286029,4.55e-13,,3.06,0.0012,245.0272064,50,4,245.0272064,1.081482878,28.75,,,245.0272064,0.002307433,2.46180892,9,245.0251007,245.0272064,,6625,,,,0.36,,,,6.907139778,214.3919983,1.714290023,1,1,0.434782594,1,245.0272064,2.5,,,0.792858005,3.22,4.9,245.0272064,1.78571105,,,7.1429e-05,,30,1.71,1,24.68499947,0.442307711,1.714290023,5,,2,,,0.430000009,4.761899948,,,0.3572,0.36,0.000299999,624.48,0.714286029,360,0.357143015,,7.142859936,0.89,0.357143015,,,,3.07,0.714286029,1,,,,,,49.37059936,0.714285076,3.061219931,4.76,245.0272064,0.36,,49.36991119,4.761899948,0.0125,1,,,,,5.060490131,0.02875,,0.717258573,,7.618999958,3.61,,0.719228619,2.06e-09,245.0272064,0.714286029,,7.1429,0.35,4.761899948,,,1,0.892857015,126,2.68e-08,3.910007,4,28.82,,,,0.0006,,50,1.71,1.71,1.714290023,0.71,,,4.5,245.0272064,,4.76189518,0.714286029,3.061219931,,,0.892857015,7.142859936,0.714286029,59.88,4.761899948,,0.00188585,0.714286029,5.1732,4373,3.819999933,,20.79999924,,,245.0272064,,0.89,1.714290023,0.446249992,"0,000009",,,,0.071429998,,,0.357171289,,1,1.64e-05,,89.76,,,,0.714286029,0.000714286,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,4.72,,,,,,,,6.451667,,,,,,,,,,,,,,,,5.184166,,,,,,,,,,,,,,,,,,,6.24,,,,,,,,,,,,,5.449167,,,,,,,,,,,,,,,,,,,4.73,,,,5.93,,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.089167,,5.06,,,,,4.94,,3.9,,,,,,7.23,,,3.94,,,,,,,,,,,,,,,,,,,,,,,4.770833,,,,,,4.8,3.970833,,,,,,,,,,,4.64,,,,,,,5.7025,,4.186666,6.34,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,29.3223786936198,,,,,16.8,,,45.0115260488705,12.0436604189636,,,,,,,59.3687207396102,,,,,,,,22.1795528333904,,,,,,,,49.1079588349823,,,,,9.60323253797388,,11.2942838338925,,,,22.7149271104706,,,,,,,,10.7544037776596,,,,18.535001401045,,,,,,,,13.6303825037434,17.4770532840625,,,,,55.1010509296686,,18.4556962025316,,7.25372188786823,,,,,,9.78118161925602,,,7.9748070867309,33.8114654824384,,,,70.8895009988901,,28.4942350109767,,5.37504716120002,,,12.0941011235955,,,,,,,,,,,,,,,,,,,,,,,6.22103372287689,,,,,,,,,,,,59.6000749094781,,56.331680133742,,,,,22.0751380776414,,,,,25.7656458055925,,,14.4907238883144,14.1840965202404,,15.5476673427992,,,,,,,,,,,,,,,,,,,,,,,42.6170364050057,18.7824821161204,48.5987784222142,,,,18.0418100022202,9.1065552133744,,,13.3292193053119,,,,,,,,22.7165674773557,,,,,,,91.15,,46.9730107379898,,,,,,,,,,,,,,,,,,,
,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0351783295,,4.937059879,,2.8752031e-08,,1.714290023,1.39e-11,,,0.8929,25.85,,1.02,,6.825425716,1.714290023,,49.86,1.42,245.0164032,0.857142508,4.76,,,0.714286029,2.09e-13,,3.06,0.0012,245.0164032,50,4,245.0164032,1.081382595,28.75,,,245.0164032,0.001621786,2.46180892,9,245.0142975,245.0164032,,6625,,,,0.36,,,,6.907139778,214.3919983,1.714290023,1,1,0.434782594,1,245.0164032,2.48,,,0.792858005,3.22,4.9,245.0164032,1.78571105,,,7.1429e-05,,30,1.71,1,24.68499947,0.442307711,1.714290023,5,,2,,,0.430000009,4.761899948,,,0.3572,0.36,0.000299999,621.6,0.714286029,360,0.357143015,,7.142859936,0.89,0.357143015,,,,3.09,0.714286029,1,,,,,,49.37059936,0.714285076,3.061219931,4.76,245.0164032,0.36,,49.36991119,4.761899948,0.0125,1,,,,,5.060490131,0.02875,,0.715287209,,7.618999958,3.6,,0.719228619,2.06e-09,245.0164032,0.714286029,,7.1429,0.35,4.761899948,,,1,0.892857015,126,2.68e-08,3.91042304,4,28.75,,,,0.0006,,50,1.71,1.71,1.714290023,0.71,,,4.5,245.0164032,,4.76189518,0.714286029,3.061219931,,,0.892857015,7.142859936,0.714286029,59.88,4.761899948,,0.00188585,0.714286029,5.1732,4373,3.819999933,,20.83008003,,,245.0164032,,0.89,1.714290023,0.419999987,"0,000009",,,,0.071429998,,,0.357171289,,1,1.46e-05,,89.76,,,,0.714286029,0.000714286,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,4.58,,,,,,,,5.2825,,,,,,,,,,,,,,,,5.090833,,,,,,,,,,,,,,,,,,,6.44,,,,,,,,,,,,,5.338333,,,,,,,,,,,,,,,,,,,4.68,,,,5.48,,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.309166,,5.15,,,,,4.96,,3.93,,,,,,7.14,,,4.18,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,4.45,3.246667,,,,,,,,,,,4.64,,,,,,,5.165833,,4.0025,6.43,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,23.4,,,47.5875309452837,12.0886170587356,,,,,,,63.8501040069519,,,,,,,,20.4039397458424,,,,,,,,50.2748516239241,,,,,9.22899108415023,,11.9535261811765,,,,21.793666647083,,,,,,,,13.4740798054604,,,,16.9174782170048,,2.30941117900271,,,,,,13.4411370892986,19.6609798296139,,,,,58.2652134423252,,19.2400568181818,,7.40643581671913,,,,,,9.09756097560975,,,7.89443873303572,35.4274952919021,,,,74.4750786346397,,28.4869548490451,,4.56720591172359,,,12.8846452414221,,,,,,,,,,,,,,,,,,,,,,,4.1334057859506,,,,,,,,,,,,63.3208619015171,,59.0982584784601,,,,,22.9756247125556,,,,,24.9865951742627,,,14.0569758576874,14.2072925060435,,16.2349066959385,,,,,,,,,,,,,,,,,,,,,,,45.165469871995,22.1445758141464,46.567863771218,,,,20.020835371886,10.5194577196918,,,12.5843502016908,,,,,,,,26.0935899052974,,,,,,,98.29,,49.5078719644561,,,,,,,,,,,,,,,,,,,
,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.02,,4.937059879,,2.867844e-08,,1.714290023,8.72e-12,,,0.8929,25.85,,1.02,,6.825425716,1.714290023,,49.76,1.42,245.0139008,0.857142508,4.76,,,0.714286029,1.41e-13,,3.06,0.0012,245.0139008,50,4,245.0139008,1.071615564,28.75,,,245.0139008,0.001057636,2.46180892,6.901207924,245.011795,245.0139008,,6625,,,,0.36,,,,6.907139778,214.3919983,1.714290023,1,1,0.4044891,1,245.0139008,2.48,,,0.792858005,3.22,4.9,245.0139008,1.78571105,,,7.1429e-05,,30,1.71,1,24.68499947,0.442307711,1.714290023,5,,2,,,0.430000009,4.761899948,,,0.3572,0.36,0.000289999,620.83,0.714286029,360,0.357143015,,7.142859936,0.89,0.357143015,,,,3,0.714286029,1,,,,,,49.37059936,0.714285076,3.061219931,4.76,245.0139008,0.36,,49.36991119,4.761899948,0.0125,1,,,,,5.060490131,0.02875,,0.713265479,,7.618999958,3.6,,0.719228619,2.06e-09,245.0139008,0.714286029,,7.1429,0.35,4.761899948,,,1,0.892857015,126,2.68e-08,3.727852106,4,28.68,,,,0.0006,,50,1.71,1.71,1.714290023,0.71,,,4.5,245.0139008,,4.76189518,0.714286029,3.061219931,,,0.892857015,7.142859936,0.714286029,59.89,4.761899948,,0.00188585,0.714286029,5.1732,4373,3.690000057,,20.88010979,,,245.0139008,,0.89,1.714290023,0.419999987,"0,000009",,,,0.071429998,,,0.357171289,,1,1.1e-05,,89.76,,,,0.714286029,0.000714286,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,4.92,,,,,,,,5.1775,,,,,,,,,,,,,,,,5.099167,,,,,,,,,,,,,,,,,,,6.32,,,,,,,,,,,,,5.434166,,,,,,,,,,,,,,,,,,,4.36,,,,6.06,,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.235833,,5.23,,,,,4.95,,3.81,,,,,,7.69,,,3.96,,,,,,,,,,,,,,,,,,,,,,,5.386667,,,,,,4.4,3.124167,,,,,,,,,,,4.71,,,,,,,5.764167,,3.945833,6.88,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,25.1,,,50.3307607497244,11.9662696452802,,,,,,,65.6615729298063,,,,,,,,23.6583312728138,,,,,,,,50.9350987114316,,,,,6.98647388289837,,11.7918695904514,,,,19.6824201343124,,,,,,,,15.0816354330862,,,4.24008184608389,15.9606249525739,,1.93927664531573,,,,,,11.5164884891679,20.3955550301454,,,,,369.107321965898,,13.1277777777778,,6.93722139673106,,,,,,8.54193548387097,,,7.46651203618909,36.2056277056277,,,,73.5131070652174,,30.3091096672507,,4.71690186834016,,,,,,,,,,,,,,,,,,,,,,,,,,4.19694722696634,,,,,,,,,,,,71.5752067637612,,60.2763587862621,,,,,24.2761555739449,,,,,25.9310618066561,,,,15.8812854884973,,13.9856972586412,,,,,,,,,,,,,,,,,,,,,,,48.2234153100104,25.4559363525092,43.375677990294,,,,22.1627405442091,11.7554697554698,,,13.4113577363223,,,,,,,,25.452418081069,,,,,,,99.94,,50.9135773810603,,,,,,,,,,,,,,,,,,,
,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.02,,4.937059879,,2.8734859e-08,,1.714290023,7E-012,,,0.8929,25.99,,1.02,,6.825425716,1.714290023,,49.86,1.42,245.2601013,0.857142508,4.76,,,0.714286029,9.8e-14,,3.06,0.0012,245.2601013,50,4,245.2601013,1.015767161,28.75,,,245.2601013,0.001050136,2.46180892,6.699999809,245.2579956,245.2601013,,5.951666832,,,,0.36,,,,6.907139778,214.3919983,1.714290023,1,1,0.348242015,1,245.2601013,2.48,,,0.792858005,3.21,4.91,245.2601013,1.78571105,,,7.1429e-05,,30,1.71,1,24.68499947,0.442307711,1.714290023,5,,2,,,0.400833311,4.761899948,,,0.3571,0.36,0.00018,621.09,0.714286029,360,0.357143015,,7.142859936,0.89,0.357143015,,,,3.07,0.714286029,1,,,,,,49.37059936,0.714285076,3.061219931,4.76,245.2601013,0.36,,49.36991119,4.761899948,0.0125,1,,,,,5.060490131,0.02875,,0.713265479,,7.618999958,3.63,,0.71554863,2.06e-09,245.2601013,0.714286029,,7.1429,0.35,4.761899948,,,1,0.892857015,126,2.68e-08,2.019998074,4,28.74,,,,0.0006,,50,1.71,1.71,1.714290023,0.71,,,4.5,245.2601013,,4.76189518,0.714286029,3.061219931,,,0.892857015,7.142859936,0.714286029,60.08,4.761899948,,0.001885852,0.714286029,5.1732,4373,3.579999924,,21.05843925,,,245.2601013,,0.89,1.714290023,0.419999987,"0,000009",,,,0.071429998,,,0.357171289,,1,1.1e-05,,89.76,,,,0.714286029,0.000714286,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5.27,,,,,,,,5.871666,,,,,,,,,,,,,,,,5.058333,,,,,,,,,,,,,,,,,,,6.02,,,,,,,,,,,,,5.519166,,,,,,,,,,,,,,,,,,,4.11,,,,6.04,,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.179167,,5.08,,,,,4.64,,3.69,,,,,,8.24,,,3.82,,,,,,,,,,,,,,,,,,,,,,,5.773334,,,,,,4.55,2.955833,,,,,,,,,,,4.77,,,,,,,6.264167,,3.8825,7.24,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,8.7,,,49.3781138268566,12.3920535956318,,,,,,,67.97523121502,,,,,,,,25.6593916555874,,,,,,,,53.1634603134157,,,,,7.96505694387533,,6.23074522708576,,,,20.3086061516403,,,,,,,,16.4043318133988,,,2.13225759976949,16.305313999891,,2.20502990878693,,,,,,10.1285688416732,19.3084469359154,,,,,212.660944206009,,11.0969645868465,,6.51590647757762,,,,,,8.21629213483146,,,8.49492714305391,36.7892898719441,,,,73.6603976470588,,31.3349290726195,,5.83640572946811,,,,,,,,,,,,,,,,,,,,,,,,,,4.50120067422476,,,,,,,,,,,,75.0521575297669,,62.3911606180381,,,,,25.1066377882533,,,,,27.1943066637912,,,,16.5417867435158,,14.850443599493,,,,,,,,,,,,,,,,,,,,,,,48.1590825009249,27.4799151343706,39.6440855391057,,,,25.1229967275768,13.6455756422455,,,12.8781678819739,,,,,,,,19.8872211661476,,,,,,,103.09,,53.0416553983205,,,,,,,,,,,,,,,,,,,
,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.02,,4.937059879,,2.8668441e-08,,1.714290023,6.4e-12,,,0.8929,26,,1.02,,6.825425716,1.714290023,,49.86,1.42,245.1950989,0.857142508,4.76,,,0.714286029,6.8e-14,,3.06,0.0012,245.1950989,50,4,245.1950989,0.972368095,28.75,,,245.1950989,0.001048969,2.46180892,6.635000229,245.1929932,245.1950989,,5.614999771,,,,0.36,,,,6.907139778,214.3919983,1.714290023,1,1,0.348242015,1,245.1950989,2.48,,,0.792858005,3.21,4.9,245.1950989,1.78571105,,,7.1429e-05,,30,1.71,1,24.68499947,0.442307711,1.714290023,5,,2,,,0.361904713,4.761899948,,,0.3572,0.36,0.00018,620.89,0.714286029,360,0.357143015,,7.142859936,0.89,0.357143015,,,,3.16,0.714286029,1,,,,,,49.37059936,0.714285076,3.061219931,4.76,245.1950989,0.36,,49.36991119,4.761899948,0.0125,1,,,,,5.060490131,0.02875,,0.713265479,,7.5,3.77,,0.714322384,2.06e-09,245.1950989,0.714286029,,7.1429,0.35,4.761899948,,,1,0.892857015,123.1667023,2.73e-08,2.014997959,4,28.67,,,,0.0006,,50,1.71,1.71,1.714290023,0.71,,,4.5,245.1950989,,4.76189518,0.714286029,3.061219931,,,0.892857015,7.142859936,0.714286029,60.11,4.761899948,,0.00188586,0.714286029,5.1732,4373,3.579999924,,21.18177032,,,245.1950989,,0.89,1.714290023,0.42,4.8702627e-06,,,,0.071429998,,,0.357171289,,1,1.13e-05,,89.76,,,,0.714286029,0.000714286,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5,,,,,,,,5.548333,,,,,,,,,,,,,,,,5.188334,,,,,,,,,,,,,,,,,,,5.76,,,,,,,,,,,,,5.663333,,,,,,,,,,,,,,,,,,,4.06,,,,5.45,,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455,,4.82,,,,,4.58,,3.5,,,,,,9.79,,,3.46,,,,,,,,,,,,,,,,,,,,,,,5.293334,,,,,,4.56,3.0925,,,,,,,,,,,4.74,,,,,,,5.855834,,4.116667,8.5,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,8.4,,,48.3363802559415,13.5685102264583,,,,,,,69.6691903369322,,,,,,,,22.2647027778568,,,,,,,,61.7066973198621,,,,,7.016959753215,,4.84319545718526,,,,16.1195595175669,,,,,,,,19.9259549845535,,,,11.3238998147455,,2.2237568517348,,,,,,12.7940470741663,22.0902655938048,,,,,153.042479908152,,10.1815589353612,,6.02026049204052,,,,,,8.97168405365127,,,13.6320595329412,34.4586419753086,,,,73.6391061806656,,32.8118822443593,,6.32454684146562,,,,,,,,,,,,,,,,,,,,,,,,,,4.6267759528625,,,,,,,,,,,,78.6776109498169,,62.8593970971344,,,,,29.4609474257366,,,,,22.9196729196729,,,15.9989706157589,15.461543944686,,15.9427012278308,,,,,,,,,,,,,,,,,,,,,,,49.2147442131881,30.027710649267,33.3692399760622,,,,27.7763387760491,15.9047364195879,,,14.2608162282327,,,,,,,,18.2537207073271,,,,,,,106.77,,54.3941414985505,,,,,,,,,,,,,,,,,,,
,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.02,,4.93,,,,1.71,5.92e-12,,,0.892999925,25.97,,1.02,,6.825425716,1.714290023,,49.96,1.42,245.2944448,,4.76,,,0.71,3.65e-14,,3.06,0.0012,245.1950989,50,4,245.21,0.962144361,28.75,,,245.21,0.000976792,2.46180892,6.401141173,245.21,245.21,,5.614999771,,,,0.36,,,,6.906139887,214.39,1.71,1,1,0.348140663,1,245.21,2.48,,,0.79,3.2,4.94,245.21,1.78,,,7.1429e-05,,30,1.71,1,24.68499947,0.442307711,1.715290183,5,,2,,,0.168923438,4.762899923,,,0.3572,0.36,0.00018,621.09,0.714386689,359.8999988,0.357043052,,7.142859936,0.89,0.35,,,,3.15,0.71,1,,,,,,9874,0.714285076,3.061219931,4.76,245.21,0.36,,49.36,4.761899948,0.0125,1,,,,,4.871471792,0.02875,,,,7.14,3.77,,0.714322384,2.06e-09,245.21,0.714386041,,7.1429,0.35,4.762899076,,,1,0.89,114.9061668,2.78e-08,1.995538779,4,28.66,,,,0.0006,,50,1.71,1.71,1.71,0.71,,,3.75,245.1950989,,4.76,0.71,3.06,,,0.89,7.14,0.714185958,50.12,4.762899138,,1.9e-06,0.71,5.1732,4373,3.58,,21.17176899,,,245.21,,0.89,1.714290023,0.42,2.7999559e-06,,,,0.071429998,,,0.357271341,,1,1.04e-05,,89.76,,,,0.714186031,0.0007141861,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,4.92,,,,,,,,5.020833,,,,,,,,8.4,,,,,,,,5.048333,,,,,,,,,,,,,,,,,,,5.32,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,4.05,,,,5.1,,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.398334,,4.85,,,,,4.61,,3.25,,,,,,11.5,,,3.45,,,,,,,,,,,,,,,,,,,,,,,5.25,,,,,,4.28,3.076667,,,,,,,,,,,4.79,,,,,,,4.82,,4.333333,7.06,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,10.2,,,62.3884514435696,13.5199043225696,,,,,,,70.2802177525086,,,,,,,,23.9979704174627,,,,,,,,63.660443181084,,,,,9.60354244194532,,5.06203473945409,,,,17.0692551801381,,,,,,,,23.1199453838882,,,,9.77859778597786,,2.54436681584953,,,,,,15.0504669049629,27.1464564894373,,,,,73.7361282367448,,10.3548717948718,,6.57719495953283,,,,,,8.05471124620061,,,4.9617047298574,33.5848546315078,,,,70.3367190789474,,36.8501433128695,,8.37169341086966,,,,,,,,,,,,,,,,,,,,,,,,,,4.05932998039383,,,,,,,,,,,,81.520462414327,,65.7979049153908,,,,,29.8979262226242,,,,,21.6497399058707,,,,16.7933455433455,,17.3135215453195,,,,,,,,,,,,,,,,,,,,,,,50.7028253248092,29.3874067937034,29.423137378183,,,,28.1305135685757,18.3891096394408,,,15.24686196062,,,,,,,,21.1848926472011,,,,,,,112.44,,56.1993499957007,,,,,,,,,,,,,,,,,,,
,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
